Mixture Label,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID
174,7848,3776,7799,7344,14286,31276,177,176,12178,2758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,5283349,10560,7519,6054,7363,8130,18827,8091,5373603,66328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,5283349,10560,7519,6054,7363,8130,18827,8091,5373603,2758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,25137858,0,11509,7710,6982,10722,12348,2879,1031,460,11552,7632,798,7519,176,326,15380,14100,4133,3314,7848,6544,12178,8030,31249,7749,0,6736,61138,8103
178,25137858,0,11509,7710,6982,10722,12348,2879,1031,460,11552,7632,798,7519,176,326,15380,14100,4133,3314,7848,6544,12178,8030,31249,7749,0,6736,61138,261
179,6549,240,460,14286,7848,12348,8797,7749,0,7799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,6549,240,460,14286,7848,12348,8797,7749,0,8892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,7165,10430,22201,2758,7059,24915,14100,1060,7991,7590,454,6982,8797,12473,7583,1140,12741,1031,0,7410,12367,25137858,66328,7749,8030,6736,62444,7600,7762,8148
182,637511,14896,15380,3776,8892,11552,5634,6054,11509,0,10560,7632,7731,10722,180,78605,10882,19310,798,5373603,8842,61016,6654,22873,8918,3314,2969,261,12232,637566
183,3314,1068,6184,2879,24915,6549,7991,14100,7749,7150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,3314,1068,6184,6590,264,22386,62465,10821,10430,22201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,8918,798,5283349,2969,14286,0,6654,22386,6561,5373603,62465,24915,12473,6989,8118,7966,8797,1068,7731,62444,176,7632,10722,460,8148,31244,6549,8048,8025,637566
186,8918,798,5283349,2969,14286,0,6654,22386,6561,5373603,5634,1146,997,7583,1031,454,22873,31265,7685,6982,7799,6590,10560,16666,7710,2879,12178,11124,7344,5281168
187,31276,12367,7410,12741,11002,8130,7710,31265,7583,19310,8030,6501,62336,637511,22311,12178,31249,8797,10430,18827,5373603,3314,6184,7600,8842,6590,6982,15380,7632,12473
188,31276,12367,7410,12741,11002,8130,7710,31265,7583,19310,6544,6054,8635,7150,7991,0,8892,78605,14286,7344,261,7714,180,1031,22873,62433,12232,798,31272,8186
189,1140,8025,7710,8918,7731,637511,5634,8118,180,62433,6989,5373603,6054,0,12020,14896,7590,1031,31265,16666,61016,6982,19789253,6590,7519,454,7344,8797,7059,18827
190,1140,8025,7710,8918,7731,637511,5634,8118,180,62433,8842,5283349,0,7762,7966,7848,3314,66328,19310,7600,1068,2969,31272,12348,12473,15380,7799,10882,6736,1146
191,62433,8025,7991,8918,6736,0,8797,12348,637566,3776,8186,10821,460,12232,6054,6982,11509,8051,8103,31244,1060,22386,12178,31249,1031,7710,454,177,7749,7685
192,7632,61016,7966,14896,10890,5281168,0,1146,240,8118,0,11124,12473,6590,2758,31276,22311,7799,14100,62336,12020,25137858,6501,5634,261,15380,2879,6654,326,78605
193,8118,798,6982,6736,7460,7762,7632,6448,1068,12473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,8797,8918,22386,7150,7363,8842,8030,6184,5281515,637511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,1146,4133,177,176,12180,5634,24915,3314,11002,12232,7632,6054,180,6184,62444,7583,1031,6448,7966,6549,16666,8130,12473,61138,0,7363,460,5281168,240,8030
196,1146,4133,177,176,12180,5634,24915,3314,11002,12232,2969,14286,7519,10882,7590,7762,5283349,14896,2879,31265,10560,8051,10890,6736,6989,11552,8118,7344,62465,0
197,261,31272,8797,637566,2879,7590,3776,10882,0,1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,261,31272,8797,637566,2879,7590,7991,7714,22386,7749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,8918,6561,7710,31276,7991,19310,24915,0,10976,8103,62444,8186,5283349,5281515,10560,798,31244,5634,11552,10882,0,0,0,0,0,0,0,0,0,0
200,8918,6561,7710,31276,7991,19310,24915,0,10976,8103,62444,8186,5283349,5281515,10560,798,31244,5634,11552,7749,0,0,0,0,0,0,0,0,0,0
201,31276,62465,326,8103,22386,31249,8091,7165,6590,7344,5634,0,7685,11552,798,6736,7059,8030,14896,0,12178,454,3776,6184,62444,62336,8797,7991,637511,7799
202,31276,62465,326,8103,22386,31249,8091,7165,6590,7344,5634,0,7685,11552,798,6736,7059,8030,14896,0,12178,454,3776,6184,62444,62336,8797,7991,637511,8130
203,8048,0,7600,637566,8797,6549,61016,7150,62433,7165,66328,8635,7590,31265,15380,6448,7966,637511,8025,11509,0,0,0,0,0,0,0,0,0,0
204,8048,0,7600,637566,8797,31249,7344,14100,5634,6654,8030,10882,10722,0,5281515,454,11124,5373603,10821,6561,0,0,0,0,0,0,0,0,0,0
205,6989,2969,1068,7848,1031,16666,15380,1140,7519,637511,12020,454,11124,8130,10976,8048,460,264,6184,31276,10430,66328,3314,24915,8051,8025,12232,6654,11552,326
206,6989,2969,1068,7848,1031,16666,15380,1140,7519,637511,12020,454,11124,8130,10976,8048,460,264,6184,31276,10430,66328,3314,24915,8051,8025,12232,6654,11552,31265
207,22873,6989,6654,7799,7519,1140,8048,8797,2969,25137858,14286,3776,7991,5283349,7363,8892,8186,6549,3314,4133,0,0,0,0,0,0,0,0,0,0
208,22873,6989,6654,7799,7519,1060,8118,12178,6590,7848,62465,0,12367,180,11002,8091,6501,637511,31244,6736,0,0,0,0,0,0,0,0,0,0
209,11552,12473,8091,240,637511,61138,12020,7762,10821,264,10882,31276,7519,8103,1140,6054,8186,8797,7848,8025,0,0,0,0,0,0,0,0,0,0
210,7590,6549,261,0,12178,10722,61016,7600,7966,12232,7059,14100,8918,177,0,15380,5281168,12741,31265,3314,0,0,0,0,0,0,0,0,0,0
211,19310,2969,3776,454,18827,6501,7460,0,12367,22386,8091,31272,7714,0,10882,19789253,8918,6590,31265,0,0,0,0,0,0,0,0,0,0,0
212,19310,2969,3776,454,18827,6501,7460,0,12367,22386,8091,31272,7714,0,10882,11124,8130,10430,177,22311,0,0,0,0,0,0,0,0,0,0
213,11552,12020,10560,5283349,31272,7165,460,78605,16666,7731,3314,177,7059,5281168,6544,62433,7632,6561,12473,8842,5373603,2969,11002,1031,11509,326,5634,12348,176,62444
214,11552,12020,10560,5283349,31272,7165,460,78605,16666,7731,8030,1146,7410,25137858,6736,12741,454,12180,7749,22311,24915,8148,15380,7590,7848,6054,6654,22201,3776,66328
215,19310,22201,7966,8091,7363,8103,2758,6982,176,25137858,31272,6549,10976,31265,454,7848,62336,5283349,12473,5281515,0,0,0,0,0,0,0,0,0,0
216,19310,22201,7966,8091,7363,8103,2758,6982,176,25137858,6561,8918,326,7731,7991,7590,8148,0,7710,7583,0,0,0,0,0,0,0,0,0,0
217,11002,177,7710,7410,6736,61138,8091,11124,8030,5373603,8797,7583,22201,12741,8025,6448,8118,12020,8842,18827,0,0,0,0,0,0,0,0,0,0
218,11002,177,7710,7410,6736,61138,8091,11124,8030,5373603,7344,7685,8918,31244,15380,7590,12367,1146,66328,0,0,0,0,0,0,0,0,0,0,0
219,6982,1031,62444,14896,4133,19789253,5281515,7165,2879,7731,5373603,1060,19310,0,5283349,16666,12367,8118,8918,6654,8130,10430,8051,66328,62336,10890,11124,454,8103,177
220,6982,1031,62444,14896,4133,19789253,5281515,7165,2879,7731,5373603,1060,19310,0,5283349,16666,12367,8118,8918,6654,7749,997,31244,8635,7632,7966,7714,12020,10882,10821
221,637511,7519,12020,31265,19789253,8130,8103,8118,7762,6544,78605,7165,7583,8842,8892,6989,240,0,7059,10430,0,0,0,0,0,0,0,0,0,0
222,62465,14286,7749,1068,261,454,8030,11124,7731,6054,6561,8091,7966,18827,8635,4133,460,16666,12741,10560,0,0,0,0,0,0,0,0,0,0
223,66328,22311,15380,10976,62444,10890,5283349,11509,19310,5281168,12180,24915,62465,10882,997,7059,5281515,12473,8103,6054,176,177,22201,460,8892,14896,6590,2758,10560,6989
224,66328,22311,15380,10976,62444,10890,5283349,11509,19310,5281168,637511,2879,61138,264,7731,12367,12232,10821,0,7710,7632,22386,7799,6448,8048,11552,0,8148,7590,12178
225,0,2969,12473,7344,11552,454,240,5281515,6184,31249,31272,14100,78605,10430,25137858,7799,1031,1146,10722,7150,10821,8892,61016,6989,0,7710,12020,31276,7731,7714
226,0,2969,12473,7344,11552,454,240,5281515,6184,31249,31272,14100,78605,10430,25137858,7799,1031,1146,10722,7150,10821,8892,61016,6989,0,7710,12020,31276,7731,22386
227,10430,1031,7991,8892,14896,261,3776,22386,66328,11124,12741,61016,240,22311,460,24915,8118,7600,7460,8130,0,0,0,0,0,0,0,0,0,0
228,10430,1031,7991,8892,14896,798,22873,10882,1146,6982,6736,7519,7762,8030,7710,326,10560,31265,7714,31249,0,0,0,0,0,0,0,0,0,0
229,6448,10722,5283349,5373603,8103,5634,2758,1140,4133,62444,10560,19310,8148,261,8892,1146,12020,25137858,2969,8118,8797,5281168,7460,0,7762,31272,0,6501,12178,6184
230,6448,10722,5283349,5373603,8103,5634,2758,1140,4133,62444,8091,997,14896,16666,7363,12473,7583,7799,6736,11124,1060,8635,7731,8030,14286,78605,11509,176,12741,12180
231,14896,8130,8148,8842,6448,2969,10821,7749,4133,8051,5281168,6736,31244,12232,8030,14286,0,61138,6982,240,0,0,0,0,0,0,0,0,0,0
232,14896,8130,8148,8842,6448,2969,10821,7749,4133,8051,0,2758,7632,7848,7363,22201,8797,7685,5281515,12020,0,0,0,0,0,0,0,0,0,0
233,62433,8030,8892,10722,31272,261,7460,7583,31276,1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,62433,8030,8892,176,19310,22386,6549,6448,0,6982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,8635,7749,8048,7966,12020,31272,5283349,31244,2758,10821,240,31276,7762,24915,31265,8091,261,326,14100,78605,10890,1146,8051,7460,1031,460,12178,6654,8186,7519
236,8635,7749,8048,7966,12020,31272,5283349,31244,2758,10821,240,31276,7762,24915,31265,8091,261,326,14100,78605,10890,1146,8051,7460,1031,460,12178,6654,8186,7583
237,61016,326,1146,2879,5283349,997,6736,7150,8892,7460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,11002,798,22386,1031,7710,12473,240,18827,8103,62336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,0,62444,8148,12348,24915,7749,10430,7799,31265,10890,7344,261,19789253,8842,7991,7600,7583,22873,61016,8051,2879,6989,2969,31276,11002,176,8130,7363,12741,14100
240,0,62444,8148,12348,24915,7749,10430,7799,31265,10890,7344,261,19789253,8842,7991,7600,7583,22873,61016,8051,12232,62433,22386,18827,798,16666,10976,637511,5373603,0
241,1146,3314,62433,2879,78605,5281515,10821,8051,11552,22201,1060,7600,5634,31244,2969,8025,10882,12741,7165,61016,7710,6184,19789253,264,11509,12367,22386,7799,7583,25137858
242,261,7714,24915,7731,8091,14896,7966,6736,14286,6989,2758,637511,8842,8635,454,7519,177,31265,22311,7410,6654,6448,12348,5373603,7460,0,8118,18827,12473,7059
243,10976,1068,12020,31265,7590,22873,6654,16666,31249,7600,12473,6501,7363,176,7799,78605,66328,5373603,6549,2879,0,0,0,0,0,0,0,0,0,0
244,10976,1068,12020,31265,7590,8148,6544,31276,8025,798,8797,62465,1060,7410,10722,7344,1140,2969,11509,12367,0,0,0,0,0,0,0,0,0,0
245,6544,3776,4133,62433,22311,0,7590,7632,14100,5281515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,6544,3776,4133,62433,22311,0,8048,1031,22386,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,12473,6561,5281168,8025,1060,3314,177,8103,22201,4133,31249,8186,22311,454,7344,66328,7165,326,6590,31272,0,0,0,0,0,0,0,0,0,0
248,11124,24915,0,10560,2969,2758,7590,11002,7762,14896,460,14286,180,22386,7583,7363,61138,10722,1140,1146,0,0,0,0,0,0,0,0,0,0
249,31265,3776,6590,7685,16666,19310,7991,31272,62433,8842,12348,62336,6561,14896,2758,1060,7059,7762,22873,7150,0,0,0,0,0,0,0,0,0,0
250,31265,3776,6590,7685,16666,19310,7991,31272,62433,8842,12348,62336,6561,14896,2758,1060,7059,7762,22873,6054,0,0,0,0,0,0,0,0,0,0
251,62433,10722,6054,2969,6501,24915,5281168,6736,22873,12348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,62433,10722,6054,2969,6501,24915,798,11552,22386,12020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,2969,10722,1140,10976,7685,2879,7059,61016,7460,12020,8918,10882,0,326,5281168,0,8797,62433,11552,61138,12367,7714,7363,31272,7583,62336,0,31276,7731,6982
254,8103,798,8186,8048,14286,14100,261,0,7150,7590,6549,7848,6054,10560,6561,66328,8091,7799,12232,22386,1068,8635,6501,1060,6448,637566,454,3776,18827,176
255,11509,6989,326,637511,66328,8030,460,7590,7600,7749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,15380,12180,22386,2879,31244,6654,7632,22201,7991,1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,14286,6654,6549,7460,6982,3776,31276,10821,5281168,12180,6448,7150,0,7363,798,261,1068,7519,637566,31272,12367,62444,7344,11509,62336,2758,7991,8186,1031,12232
258,14286,6654,6549,7460,6982,3776,31276,10821,5281168,12180,14896,7848,11124,10560,31265,11552,176,78605,1060,8635,177,8103,19310,7799,637511,4133,8892,6501,7710,61138
259,6982,0,8051,1146,66328,10976,6590,12473,7059,8148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,6982,0,8051,7460,12232,22386,7685,8130,7632,62465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,22386,12367,7731,25137858,6736,12473,460,240,16666,7410,10976,6544,7966,7519,261,7583,6054,62444,31272,14100,10560,3314,2758,6982,62433,4133,10890,8051,7165,1068
262,22386,12367,7731,25137858,6736,12473,460,240,16666,7410,10976,6544,7966,7519,261,7583,6054,62444,31272,14100,10560,3314,2758,6982,62433,4133,10890,8051,7165,12741
263,637566,0,11002,2758,14286,7165,22386,7590,180,10821,5281168,8103,1068,798,177,18827,7749,22311,8186,6590,0,0,0,0,0,0,0,0,0,0
264,637566,0,11002,2758,14286,7165,22386,7590,180,10821,5281168,8103,1068,798,177,18827,7749,22311,8186,7583,0,0,0,0,0,0,0,0,0,0
265,19310,7710,31265,997,8918,14896,12348,78605,7519,177,14100,22873,326,6501,6982,0,8797,12367,7165,8892,7966,7731,7583,5283349,7714,798,7685,2758,5281515,7848
266,19310,7710,31265,997,8918,14896,12348,78605,7519,177,14100,22873,326,6501,6982,0,8797,12367,7165,8892,7966,7731,7583,5283349,7714,798,7685,2758,5281515,180
267,8118,264,78605,12367,12178,7460,240,7632,6982,11124,7059,22386,61138,454,7762,8091,1060,6561,10430,6736,0,0,0,0,0,0,0,0,0,0
268,8118,264,78605,12367,12178,7460,240,7632,6982,11124,62465,11002,15380,8048,25137858,6989,22311,0,2758,12741,0,0,0,0,0,0,0,0,0,0
269,7590,8148,8030,31272,460,6982,12348,2969,6184,14286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,7590,8148,8030,31272,460,6982,12348,2969,6184,6544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,24915,7519,7799,25137858,61016,6989,10976,11509,2758,6448,10560,7632,6561,240,5373603,637566,8842,2879,11002,62336,798,6590,31249,8091,1031,22873,62465,8051,7583,7059
272,7991,637511,10890,6736,1068,12473,14286,8030,7363,6654,31276,3314,997,8148,6982,5281168,326,1060,22201,62444,6054,2969,7749,12020,8103,78605,8635,22311,31272,180
273,5281515,6448,10890,3776,10560,8892,62444,8918,6982,7731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,5281515,6448,10890,12473,12741,22386,2758,7632,7590,24915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,8048,10430,7410,7590,637511,12348,10882,12020,7632,12180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,8048,10430,7410,7590,637511,12348,5634,8118,22386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,8051,61138,11552,176,22311,7590,177,62336,1146,7685,7749,11002,326,637566,7731,8842,6184,12180,8091,3776,19789253,31244,31249,31276,78605,7165,6054,6989,61016,1140
278,8051,61138,11552,176,22311,7590,177,62336,1146,7685,7749,11002,326,637566,7731,8842,6184,12180,8091,3776,6561,8030,8048,1060,1031,12741,2879,7966,12367,7583
279,997,22386,11124,8118,12348,8635,31265,18827,7991,12232,19310,61138,7710,7966,14100,8797,11509,798,8130,4133,7519,6590,6989,0,0,8048,12180,7848,0,5634
280,997,22386,11124,8118,12348,8635,31265,18827,7991,12232,19310,61138,7710,7966,14100,8797,11509,798,8130,4133,7519,6590,6989,0,0,8048,12180,7848,0,8186
281,6654,264,6549,7991,1140,10976,31265,2879,19789253,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,7799,8130,22386,637511,997,25137858,6544,6989,0,10560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,1146,6590,7632,18827,16666,0,7714,8186,8091,61138,25137858,7799,22201,6184,7344,7165,8797,12178,1031,177,0,0,0,0,0,0,0,0,0,0
284,1146,6590,7632,18827,16666,0,7714,8186,8091,61138,25137858,7799,22201,6184,7344,798,8130,15380,12473,1140,0,0,0,0,0,0,0,0,0,0
285,0,10976,8918,10560,1140,31249,326,12180,3776,7583,7685,7363,264,31276,7150,24915,7749,19789253,7165,7059,5373603,22311,6982,62433,6654,18827,8048,1068,61016,8797
286,0,10976,8918,10560,1140,31249,326,12180,3776,7583,7685,7363,264,31276,7150,24915,7749,19789253,7165,7059,7991,12178,2879,997,22386,11509,12232,0,11124,12367
287,6590,8130,10722,8118,7363,7966,61016,22311,8186,14100,12348,10976,22201,62433,5373603,6561,261,177,5281515,18827,0,0,0,0,0,0,0,0,0,0
288,6590,8130,10722,8118,7363,7966,61016,22311,8186,14100,12348,10976,22201,62433,5373603,6561,261,177,5281515,12473,0,0,0,0,0,0,0,0,0,0
289,7363,24915,19789253,8103,8030,261,5373603,8635,8118,7410,31265,2969,997,6549,5634,78605,10430,7799,7731,1068,7966,31244,6654,7685,10560,8048,22311,1060,7991,0
290,6982,8091,7583,7460,798,6054,7600,12367,4133,12180,6736,7519,6561,62336,11002,1140,10882,180,7710,8025,7749,7762,637566,31272,0,14896,7150,3314,176,240
291,19789253,6982,31244,8797,240,6561,7410,12232,12180,31272,7799,31276,2758,15380,19310,0,5281168,6054,460,1068,0,0,0,0,0,0,0,0,0,0
292,8051,7714,7600,8130,8635,0,10722,8025,7685,12741,22386,10560,11509,3314,6989,7150,2969,8118,637566,18827,0,0,0,0,0,0,0,0,0,0
293,31276,1060,6982,7966,31249,10882,7991,0,7583,8048,6590,18827,15380,19789253,2758,11509,8918,3776,8025,7165,6544,5281168,8118,14286,7749,8130,637511,1146,264,1031
294,7363,997,12741,8030,11124,14100,8635,10821,5283349,261,0,8091,2969,61138,12348,177,12232,7410,11002,7714,22201,326,7848,10430,7519,24915,22873,6561,12473,16666
295,12020,12180,10722,180,8186,31249,8030,31265,6448,10560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,12020,12180,10722,180,8186,31249,7731,11509,3314,6989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,7731,4133,8842,12473,14100,6654,7714,177,997,460,8025,62336,11552,176,19789253,637566,10821,7344,25137858,22201,0,0,0,0,0,0,0,0,0,0
298,7731,4133,8842,12473,14100,2969,7150,240,10722,11509,6982,24915,22386,8091,5281515,454,14286,8892,19310,31244,0,0,0,0,0,0,0,0,0,0
299,8635,7685,7762,6590,7966,637566,22873,7714,31272,6736,0,12232,460,8118,62465,62433,24915,16666,7519,326,7848,8186,5634,10821,264,10722,177,5281515,12348,6448
300,12020,10560,8892,7165,7710,61138,8797,25137858,3314,19310,6989,2969,6982,3776,1068,31265,8051,8842,7590,1031,0,7460,7632,14286,12180,176,8030,1060,240,8048
301,8918,7460,10560,10821,14286,19310,31276,240,15380,10890,8048,7344,18827,14896,637511,3314,7710,62336,7799,2758,0,0,0,0,0,0,0,0,0,0
302,8918,7460,10560,10821,14286,19310,31276,240,15380,10890,8048,7344,18827,14896,637511,8186,11509,8103,6549,176,0,0,0,0,0,0,0,0,0,0
303,11002,3776,10976,7762,22386,11552,3314,2758,7685,7799,7519,180,31244,6544,31276,6561,5281168,12180,6549,14100,0,0,0,0,0,0,0,0,0,0
304,11002,3776,10976,7762,22386,11552,3314,2758,7685,7799,62433,7848,6736,18827,7410,12020,6501,1068,264,6982,0,0,0,0,0,0,0,0,0,0
305,61138,18827,997,7150,11002,2969,5283349,10430,14286,10882,264,177,5281168,10890,4133,22311,8025,8091,5634,7363,5373603,25137858,31249,61016,16666,1060,62444,6654,460,7991
306,7059,19789253,8918,12180,14896,22386,2879,31272,798,637511,12178,31244,22201,454,15380,0,6982,6590,3314,7749,8797,8130,7590,7848,7762,1140,8103,2758,12348,1068
307,261,5634,78605,10560,12178,12180,10821,7600,6054,6544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,8118,8103,22386,7966,7363,11124,62465,10722,8148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,261,180,24915,15380,19789253,454,14896,8103,8048,62444,12473,1146,12367,264,18827,62433,12232,22386,5634,7519,14100,460,12020,12348,78605,7731,8130,6448,10560,62465
310,261,180,24915,15380,19789253,454,14896,8103,8048,62444,12473,1146,12367,264,18827,62433,12232,22386,5634,7519,7685,61138,7749,6736,5283349,7460,22201,2758,6654,637511
311,11509,176,18827,0,6544,7731,12741,7460,11002,8148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,11509,176,18827,0,6544,7731,8918,61016,22386,6654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,7410,7363,0,3776,7966,1031,7714,66328,31265,5281168,7848,261,7590,2879,6448,8892,0,1060,7762,8635,0,0,0,0,0,0,0,0,0,0
314,7410,7363,0,3776,7966,1031,7714,66328,31265,5281168,19789253,31276,5634,62444,78605,7600,0,6654,14896,5283349,0,0,0,0,0,0,0,0,0,0
315,11124,12180,12178,8091,66328,180,7685,6549,8048,5373603,240,0,14286,12232,12348,7059,177,0,8892,6561,0,0,0,0,0,0,0,0,0,0
316,2969,7848,3776,3314,22386,7731,18827,7966,7762,997,326,1140,7363,62433,62465,10882,10722,7799,62336,7749,0,0,0,0,0,0,0,0,0,0
317,10560,3314,2758,1068,11509,16666,0,6590,10890,14896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,12741,176,11552,7590,7762,6448,22201,261,7991,637566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,240,7966,1060,62336,1068,14896,31244,997,78605,6982,16666,5634,19789253,7731,22386,12232,5281168,62465,8118,22873,0,0,0,0,0,0,0,0,0,0
320,240,7966,1060,62336,1068,14896,31244,997,78605,6982,16666,5634,19789253,7731,22386,6184,31276,2758,8635,12178,0,0,0,0,0,0,0,0,0,0
321,7519,12178,6989,11124,8148,5281515,8103,7059,15380,454,5283349,6501,6561,4133,61016,7583,31249,10722,14100,8797,0,0,0,0,0,0,0,0,0,0
322,7519,12178,6989,11124,8148,7710,10882,177,7363,0,6549,14286,2758,997,19310,1140,6184,8130,8918,10890,0,0,0,0,0,0,0,0,0,0
323,997,10821,798,31276,7710,5281168,7600,7460,78605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,997,10821,798,6501,31272,22386,12180,6736,7749,4133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,8025,31272,6982,8148,7749,6561,12473,3314,11002,8797,8842,3776,637511,11552,0,62444,19310,5283349,261,6989,0,0,0,0,0,0,0,0,0,0
326,8025,31272,6982,8148,7749,6561,12473,3314,11002,8797,8842,3776,637511,11552,0,62444,19310,5283349,261,12348,0,0,0,0,0,0,0,0,0,0
327,11552,10560,6184,997,8048,1060,61016,10890,180,66328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,11552,10560,6184,997,8048,1060,61016,10890,180,7799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,8025,10976,997,31244,7150,22386,24915,31249,7848,10722,78605,7714,7460,7165,176,7410,8051,6549,5281168,10882,0,0,0,0,0,0,0,0,0,0
330,8025,10976,997,31244,7150,22386,24915,31249,7848,10722,78605,7714,7460,7165,176,7410,8051,6549,5281168,0,0,0,0,0,0,0,0,0,0,0
331,8048,22201,7059,24915,1140,2969,12180,7583,31265,6184,637511,22873,14896,454,177,25137858,8051,7150,261,8918,0,0,0,0,0,0,0,0,0,0
332,8048,22201,7059,24915,1140,2969,12180,7583,31265,6184,637511,22873,14896,454,177,22386,1068,62336,6549,6590,0,0,0,0,0,0,0,0,0,0
333,264,22386,0,180,7344,8048,0,8025,7519,16666,12348,7059,6736,4133,454,31272,8030,10821,261,6448,62433,1140,8842,5634,7460,24915,637566,22311,3776,6054
334,8148,10722,8892,10560,1068,5283349,10890,7710,7731,11002,1146,8918,7583,6654,31249,22201,25137858,7150,7762,11124,15380,8103,6501,61138,240,12473,11509,19789253,5281515,18827
335,6561,798,6654,22873,19789253,12741,637511,31244,0,8025,22311,6982,11552,7991,18827,3314,5283349,7632,6448,8030,0,0,0,0,0,0,0,0,0,0
336,6561,798,6654,22873,19789253,12741,637511,31244,0,8025,6184,10430,7966,10976,7363,6736,8842,1068,0,12178,0,0,0,0,0,0,0,0,0,0
337,31272,12473,8103,0,6501,6054,3776,637566,7344,6561,7363,7519,8797,8091,10821,240,62336,2758,11002,1140,0,0,0,0,0,0,0,0,0,0
338,31272,12473,8103,0,6501,12020,7991,6184,11509,997,176,2879,6549,2969,31249,7059,8635,1031,62433,10890,0,0,0,0,0,0,0,0,0,0
339,7519,10976,18827,7966,6544,7600,1068,8025,7460,6654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,7519,10976,18827,7966,6544,7600,1068,8025,7460,7583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,8148,12473,177,3314,62465,637511,8186,1060,18827,7363,460,62433,0,8797,62444,14896,264,11509,7590,1140,10722,6184,6501,6982,12741,4133,62336,7150,6654,7731
342,8148,12473,177,3314,62465,637511,8186,1060,18827,7363,460,62433,0,8797,62444,14896,264,11509,7590,1140,10722,6184,6501,6982,12741,4133,62336,7150,6654,66328
343,177,7632,7848,460,22386,16666,8130,5634,6654,7410,12232,7966,31272,6054,11552,11002,8797,7150,8025,61016,0,0,0,0,0,0,0,0,0,0
